-------------------------------------------------------------------------------------------------------------------------------------------------------------------
| News#  | Title Content                                                                                        | Match Words                 | Score | Polarity  |
| 253    | CHINA TO TIGHTEN IMPORT CONTROL, CUT EXPORT COST                                                     | cut                         | -1    | negative  |
| 254    | USAIR GROUP INC SETS QUARTERLY                                                                       |                             | 0     | neutral   |
| 255    | CHINA MUST CUT DEMAND, CONTINUE REFORMS: ZHAO                                                        | cut                         | -1    | negative  |
| 256    | YUGOSLAVIA SEEKS 600 MLN ECU LOAN FROM EC                                                            |                             | 0     | neutral   |
| 257    | MCFARLAND TO BUY PETROMINERALS                                                                       |                             | 0     | neutral   |
| 258    | TIMMINCO ACQUIRES UNIVERSAL ADHESIVES                                                                | acquires                    | 1     | positive  |
| 259    | PETROLEUM LTD> YEAR NET                                                                              |                             | 0     | neutral   |
| 260    | U.K. MONEY MARKET SURPLUS REVISED TO 250 MLN STG                                                     |                             | 0     | neutral   |
| 261    | CORP> GETS FDA APPROVAL FOR DRUG                                                                     | approval                    | 1     | positive  |
| 262    | RESOURCE CORP LTD> YEAR NET                                                                          |                             | 0     | neutral   |
| 263    | WASTE MANAGEMENT ENDS TENDER OFFER FOR CHEMLAWN                                                      | waste, tender               | 0     | neutral   |
| 264    | WEST GERMAN JAN COFFEE IMPORTS DOWN ON YEAR-AGO                                                      |                             | 0     | neutral   |
| 265    | ONE VALLEY BANCORP RAISES QUARTERLY                                                                  |                             | 0     | neutral   |
| 266    | NATIONAL DATA CORP 3RD QTR FEB 28 NET                                                                |                             | 0     | neutral   |
| 267    | NVHOMES SETS TWO-FOR-ONE SPLIT                                                                       | split                       | -1    | negative  |
| 268    | AMERICAN RESOURCE SETS RIGHTS OFFERING                                                               |                             | 0     | neutral   |
| 269    | VANGUARD TECHNOLOGIES INTERNATIONAL INC                                                              |                             | 0     | neutral   |
| 270    | THOMSON MCKINNON U.S. GOVERNMENT FUND DIVIDEND                                                       |                             | 0     | neutral   |
| 271    | THOMSON MCKINNON INCOME FUND DIVIDEND                                                                |                             | 0     | neutral   |
